2023-05-19 14:35:58,306] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 14:35:58,365] - run - INFO in products:31:get        Received a GET request
2023-05-19 14:35:58,370] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 14:39:03,492] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 14:39:03,549] - run - INFO in products:31:get        Received a GET request
2023-05-19 14:39:03,553] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 14:39:36,732] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 14:39:36,787] - run - INFO in products:31:get        Received a GET request
2023-05-19 14:39:36,792] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 14:41:06,263] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 14:41:06,335] - run - INFO in products:31:get        Received a GET request
2023-05-19 14:41:06,336] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 14:47:20,723] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 14:47:20,787] - run - INFO in products:31:get        Received a GET request
2023-05-19 14:47:20,792] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 14:54:59,937] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 14:54:59,995] - run - INFO in products:31:get        Received a GET request
2023-05-19 14:54:59,999] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 16:38:15,095] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 16:38:15,180] - run - INFO in products:31:get        Received a GET request
2023-05-19 16:38:15,184] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 16:43:54,058] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 16:43:54,072] - run - INFO in products:31:get        Received a GET request
2023-05-19 16:43:54,074] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 16:44:35,945] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 16:44:35,959] - run - INFO in products:31:get        Received a GET request
2023-05-19 16:44:35,961] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 16:51:01,787] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 16:51:02,326] - run - INFO in products:31:get        Received a GET request
